"","Pub.number","Department","Author","Title","School","Degree","Year","Pages","ABSTRACT","Method.Terms","Notes","Clin","Crit","Disc","Ethn","Expt","Hist","Intv","Meta","Modl","Phil","Poet","Prac","Rhet","Surv","Othr","Ped","Method.Count","Exclude.Level","Aggreg","Phenom","Dialec","Techne","Counts.simple","Subject","KEYWORDS","Advisor.type","Advisor.Name","School_original","Link","X500","Advisor","Subject.Codes","Subject.Terms","Flags","Tagged.By","Andrew.Tags","Sandra.Tags","Sandra.Notes","Ben.Tags","Ben.Flags","Ben.Notes","rownumber"
"2249","3336558","","DEJARNETTE, NANCY K.","Effect of the 6+1 Trait Writing Model on student writing achievement","Liberty University","Ed.D.",2008,98,"<?Pub Inc> The focus of this study was to determine the difference between teaching the 6+1 Trait Writing Model to fifth graders and the traditional writing workshop method of teaching writing on overall student writing achievement according to the data supplied by a writing rubric. The study involved 8 classes of fifth graders in 2 different schools. One school provided instruction according to the 6+1 Trait Writing Model, and the other school provided instruction using the traditional writing workshop method of teaching writing. It was hypothesized that students receiving instruction using the 6+1 Trait Writing Model would exhibit greater gains in writing achievement and quality according to the data supplied by a writing rubric. Significant differences were found in two out of four component areas on the rubric used for scoring student papers. Results indicated that the type of method used to teach writing is not as significant as providing structured instruction as well as time for student writing. Suggestions for further research are also included. ^","Experimental|Practitioner / Teacher Research ~check","",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,"Education, Elementary|Language, Rhetoric and Composition|Education, Curriculum and Instruction","Six+1 Writing Model|Writing instruction|Elementary writing research|Fifth-grade|Achievement|Six trait writing","Adviser","Jill A. Jones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2292","3344563","","BIGGS CHANEY, SARA","Rhetorics of resistance: Reading student publics in the writing classroom","Indiana University-Bloomington","Ph.D.",2008,220,"<?Pub Inc> This dissertation investigates the relationship between student performance in the college writing classroom and student participation in other writing publics within the university. Writing teachers can better understand how and why college writers resist the composition classroom by analyzing extracurricular forums in which they produce a public discourse about their educational experience. Drawing on cultural studies, public sphere theory, Bakhtinian formalism, and critical gender and race studies, this dissertation advances the scholarship of resistance in composition studies beyond its usual focus on classroom politics. In an initial textual analysis of resistance in critical pedagogy and curricular theory, this work shows how the pedagogical framing of most discussions about resistance in composition has limited our collective understanding of the term. Moving on to a rhetorical analysis of Dartmouth College's student newspaper in the early 1970s, I use the specifics of this case study to argue that the ""student public"" has the potential to become a repository for socially conservative, resistant strategies that take shape at the fault line between the University and the culture at large. Advancing this argument about the student public into the digital age, I use discourse analysis and literacy theory to argue that college rating sites have become a ""wild public sphere,"" in which students critique and resist their college experience. Finally, in a return to the classroom, I use a combination of case study analysis and cultural theory to argue that plagiarism is a type of student resistance that typifies the importantly public dimensions of the term. Arguing throughout for the value of a public lens in understanding resistance in the writing classroom, I call on teachers to devise new strategies of response to their students' resistant rhetorics.^","Philosophical / Theoretical|Critical / Hermeneutical|Clinical / Case Study ~check|Rhetorical Analysis","",1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,1,1,0,2,"Education, Language and Literature|Language, Rhetoric and Composition|Education, Higher","Student journalism|Resistance|Pedagogy|Writing|Rhetoric|Composition","Adviser","Christine R. Farris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2293","3345005","","CONCANNON MANNISE, KELLY A.","Who cares? Rendering care readable in the 21st century feminist writing classroom","Syracuse University","Ph.D.",2008,211,"My project analyzes how care can best circulate within economies of affect in writing classrooms to produce powerful and complex conditions for teaching and learning. I argue that writing teachers should create conditions of and for care to facilitate opportunities for global citizenship, where attentiveness, responsibility and connection are situated at the fore. I posit care is necessary to learning insofar as it creates opportunities for attentiveness, responsibility and connection; yet, <italic>desires</italic> to care (attach) and not care (detach) are historically significant and bound to our identities and experiences. I assess the limitations of multidisciplinary scholarship on care (as dispositions, moral theories, ways of composing, and labor). Further, I reread early scholarship in feminist composition theory that forges relationships amongst gender and care, and argue that these connections figure care in problematic ways. I utilize the postcolonial concept of encounter (Ahmed) in order to challenge this work, and to provide alternative methods through which to read classroom interactions. ^ My passion for this project emerges from the practical dimensions of teaching and learning. Thus, I explore what happens in a classroom when conditions of pain and suffering are evoked in order to bring about a kind of attachment to the other. I explore three different points of inquiry_Êîclassrooms, readings, and emotional work_Êîto complicate the ways _Ê_others_Êù make their ways into classroom practices through work in affect, emotions, and psychoanalysis. Finally, I argue students_Ê_ voices and perspectives should challenge, revise, and strengthen our theories and our practices, as engaged and committed teachers. Thus, I discuss ways students experienced WRT 105 through informal interviews, as their knowledges function as resources that trouble theories rather than serving as objects of inquiry (Kumisharo). ^ My project re-vitalizes conversations about care in feminist composition theory and practice by offering new ways to think about the role of experience, identity, difference, and history in imagining new ways to care as responsible global citizens. I challenge ways to think about the relationships between care, composition studies, and ethics on a pedagogical, practical, and disciplinary level. ^","Practitioner / Teacher Research ~check|Philosophical / Theoretical","",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,"Education, Language and Literature|Women's Studies|Language, Rhetoric and Composition","Feminism|Writing classroom|Social justice education|Twenty-first century|Feminism & composition|Care ethics","Adviser","Margaret R. Himley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2329","3351391","","DICKERSON, FRANK C.","Writing the voice of philanthropy: How to raise money with words","Claremont Graduate University","Ph.D.",2009,350,"Fund raising is a poor cousin in the family of philanthropic studies, where the focus of serious scholars turns to more esoteric matters. Ignored is the CENTRAL TASK of nonprofit leadership: <italic>writing the voice of philanthropy</italic>_Êîwriting discourse that becomes the voice of the needy, thus motivating people to care and to give. ^ Writing the voice of philanthropy is modeled in this recasting of gospel-writer Luke's story about a kind-hearted traveler from ancient Samaria: ""The Samaritan stood in the lobby of a roadside lodge in Jericho, supporting with his shoulder, a weak and badly-beaten man he'd rescued after bandits robbed and left him for dead. The innkeeper listened with wide-eyed, slack-jawed amazement as the Good Samaritan spun the tale of the stranger's brush with death. He then asked the proprietor. 'Please tend to him. I promise to repay anything beyond the 2-denari I'm leaving for expenses.'"" ^ This re-write tells a story, then asks. It reduces the dramatic elements of scene, actors, plot, tension, and resolution to words, then adds an appeal for help_Êîall without losing emotional impact. A difficult task. To measure how well philanthropic discourse accomplishes this task, I: (1) Analyze linguistic and rhetorical characteristics in a 1.5-million-word corpus of 2,412 online and paper-based fund-raising texts from 880 leading nonprofits across nine subsectors; (2) Survey those who write, or cause that discourse to be written, profiling their education, training, work challenges and joys, ambitions, and advice to newcomers in fund raising; (3) Measure the effect on response of hand-personalization, added as a paratextual variable of direct mail envelopes and content to enhance interpersonal involvement_Êîimportant, since nothing else matters in an appeal if the envelope it comes in doesn't get opened or its content doesn't get read. ^ The corpus analysis discovered that fund-raising discourse reads like academic prose, lacks interpersonal involvement, and contains virtually no narratives. The survey found the central task of equipping leaders to write the voice of philanthropy is relegated to oral tradition and job-shadowing at best. Six tests confirmed that the paratextual variable of hand-personalizing mail correlates with increased response and higher net income. ^","Discourse or Text Analysis|Survey|Experimental ~check","",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,"Language, Linguistics|Business Administration, Marketing|Language, Rhetoric and Composition","Discourse analysis|Philanthropy|Writing|Nonprofit|Fundraising|Direct mail|Corpus linguistics","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2342","3352606","","White, Nicholas","Acceding to war: Nationalism, popular entertainment and the Battle of Gettysburg","University of Arizona","Ph.D.",2009,223,"<?Pub Inc> I explore nationalism within popular United States' history and analyze the nationalistic rhetoric within a popular novel, film, television documentary, and computer game that use the Battle of Gettysburg as their subject. With these examples I argue that popular history and entertainment cultivate social conditions amenable to war. Rather than strictly focusing on overtly and officially sanctioned political arguments, I interrogate recurring defenses of United States' nationalism within popular history and entertainment using the concepts of sociological propaganda and collective memory to further my argument. By focusing on popular representations of a seminal event in United States' history, I contend that such an event has been used to affirm nationalistic hegemony in the present.^","Historical / Archival|Critical / Hermeneutical|Cultural-Critical Studies ~check","",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,"History, United States|Language, Rhetoric and Composition|Mass Communications","Civil War|Gettysburg|Pennsylvania|Nationalism|Popular culture|United States' Civil War|Rhetoric|Propaganda","Adviser","Ken S. McAllister",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2344","3352629","","BOWMAN, JIM","Narrated travel and rhetorical tropes: Producing _Ê_the Turk_Êù in the travel writing of Cyprus, 1955--2005","University of Arizona","Ph.D.",2009,180,"<?Pub Inc> Travelers_Ê_ experiences in Cyprus and the texts they produce in light of these encounters function rhetorically, informing cultural relations among people of different societies. When the efforts of these travel writers are taken to be rhetorical, critics position themselves to identify how ethics, politics, and aesthetics of narration and self-representation create the tropes that fix other people in ideological space. This analysis examines the production of difference in selected travel narratives set in Cyprus in the later modern era, which coincides with the rise of anti-colonial politics, nationalism, and globalization (1955-2005). To further focus the analysis, I attend mostly to the representation of _Ê_the Turk_Êù in this textual genre. An introductory chapter examines the rhetorical situation of the travel text of Cyprus, exploring rhetorical and critical concepts such as ethos, rhetoric as popular culture, and tropology; it also surveys the landscape of Cyprus as a destination of travel and introduces some of the major texts to be considered. Subsequent chapters explore the rhetoric of narrated travel writing set in Cyprus according to its variations in style and historical epoch. The critique examines the ethics of narration and representation in memoirs, travelogues, political journalism, guide books, and ethnographies by a diverse range of writers including Lawrence Durrell, Colin Thubron, and Christopher Hitchens. A concluding chapter considers alternative, rhetorically self-conscious forms of travel and writing that suggest different possibilities for an ethical future of travel, travel narration, and cultural encounters. ^","Critical / Hermeneutical|Rhetorical Analysis ~check","",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,"Literature, Slavic and East European|Language, Rhetoric and Composition","Travel|Turk|Travel writing|Cyprus|Ethos|Tropes|Rhetoric","Adviser","Ken S. McAllister",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348","3352775","","Buchanan, Joseph R.","The benefits of socio-rhetorical analysis for expository preaching","Liberty University","D.Min.",2009,190,"<?Pub Inc> Over the past twenty years, the field of Biblical studies has witnessed a marked increase in the interest devoted to the subject of socio-rhetorical analysis. Much of the work done one this subject reveals that it has great potential for shedding new light on the Biblical text. However, in order for this type of analysis to reach its maximum value for the church it must be integrated with the field of homiletics. Surprisingly, a review of the literature reveals that little attention has been given to showing how this type of analysis can be incorporated into the ministry expository preaching. The purpose of this project, therefore, is to propose a model for integrating socio-rhetorical analysis into the process of preparing expository sermons and demonstrating its effectiveness through a series of messages preached through the Pauline Prison Epistles at the First Baptist Church, Metropolis, IL.^","Practitioner / Teacher Research ~check","",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Religion, Clergy|Religion, Biblical Studies|Language, Rhetoric and Composition","Rhetoric|Social scientific|Socio-rhetorical|Expository preaching","Adviser","Leo Percer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2361","3353945","","BIALOWAS, ANNE MARIE","Swinging from the ladies' tee: Gendered discourses of golf","University of Utah","Ph.D.",2009,280,"Sports are more than just entertainment in society, they constitute powerful discourses that reflect and shape culture. Sport is also an arena in which significant social change has been ventured and contested. For example, in February of 2003, Annika Sorenstam was invited to play in the Bank of America Colonial PGA event in the United States. It was the first time since 1945 that a woman played in a PGA (Professional Golf Association) golf event_Êîa tour reserved for male play. Also in 2003, Michelle Wie was invited, with an exemption, to play in the 2003 Boise Open on the male-only Nationwide Tour. Michelle Wie's continued attempts on the PGA Tour, in addition to other exclusively male tournaments, posed a sustained challenge to the conventionally gendered discourse of golf. The purpose of this dissertation is to investigate the gendered rhetorical construction of golf within U.S. public discourses to understand how challenges to and transgressions from the dominant sport narrative are negotiated, disciplined, and/or contained in the public discourse. In addition to understanding the gendered rhetorical construction of golf, this dissertation will investigate how race, class, gender, and sexuality intersect rhetorically in the public discourse.^","Historical / Archival ~check|Ethnographic ~check|Discourse or Text Analysis ~check","",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,3,"Women's Studies|Speech Communication|Language, Rhetoric and Composition|Mass Communications|Recreation","Gendered discourses|Sport|Golf|Media|Rhetoric|Gender","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383","3356901","","ERSKINE, ROBERTSON S.","The sound of ink: A Bakhtinian analysis of expressive intonation in written feedback on essays of first and second language community college students of English composition","University of San Francisco","Ed.D.",2008,226,"Empirical research investigating how the intonation of written response is interpreted by L1 and L2 community college students is lacking. As a result, recent calls have been made for qualitative research that takes into consideration not only student reaction to feedback, but also the student's and instructor's prior experiences with writing, written feedback or other variables surrounding the classroom context (Ferris, 1995; 2003; Straub, 1999). ^ This study used a qualitative approach to examine two native speaking (L1) and two English Language Learner (L2) community college students' attitudes, expectations, and interpretations of the instructor's intended and deciphered expressive intonation in and use of written feedback on essays. Secondly, because two different populations of students were included (L1 and L2), this study also attempted to discern if there were a difference in how these two groups interpreted and utilized feedback. ^ The current study used several qualitative data collection instruments: informal participant screening instrument, classroom observations, semi-structured interviews, instructor think-aloud protocols, and stimulated elicitation interviews in tandem to collect some of the contextual data that had been lacking from the literature. ^ Michael Bakhtin's theory of the speech genre was used to discuss some of the neglected contextual elements surrounding written response. The findings were analyzed using Bakhtin's four elements of the speech genre: change of speakers, finalizability, expressive intonation, and addressivity. As examined through the lens of Bakhtinian theory, the students and the instructor were communicating in a speech genre. The distinction of being either L1 or L2 was not a significant factor in the findings. However, The teacher/student relationship established with three of the four students in a one-on-one conference became the key factor in the students' interpretation of the instructor's expressive intonation. The one-on-one conference was the greatest factor in the students' interpretation of the instructor's expressive intonation while the other student, lacking this relationship, reacted the same as in her past experiences with written response. ^","Clinical / Case Study|Ethnographic ~check","",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,"Education, Community College|Education, Language and Literature|Language, Rhetoric and Composition","Assessment|Conferencing|Expressive intonation|Second language|Essays|Bakhtin, Mikhail|Feedback|Written response|Composition","Adviser","Susan Roberta Katz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","3363411","","ANDERSEN, REBEKKA","The diffusion of content management technologies in technical communication work groups: A qualitative study on the activity of technology transfer","University of Wisconsin-Milwaukee","Ph.D.",2009,255,"The field of technical communication (TC) is experiencing a radical transformation that is directly linked to the rapid diffusion of single-source content management (SSCM) in TC work groups. SSCM, a documentation methodology that is revolutionizing the practice of TC, requires technical communicators to adopt new technologies and to reconceptualize the business, communication, and information-development processes on which they have long relied. ^ To better understand why so many TC work groups struggle to achieve their goals for SSCM transition projects, I conducted as part of my dissertation project an eight-month qualitative study of a TC work group at a Fortune 100 manufacturing company. At the time of my study, the work group was in the process of transitioning from a traditional information-development environment that relied on desktop-publishing tools to one that relied on SSCM technologies. My dissertation draws on adoption and diffusion theory (ADT), cultural-historical activity theory (CHAT), and the theory of the social construction of technology (SCOT) to examine the technology transfer process_Êîthe process by which the work group attempted to integrate a SSCM system into its work context and the process by which the system developer attempted to diffuse the SSCM system into the work group. ^ Extensive data analysis revealed that the technology transfer process was characterized by the work group not being able to evaluate the SSCM system apart from the activity system in which they were active participants, to the system developer's information transfer model of technology diffusion, and to the absence of a plan to guide the group's weekly transfer project activities. Rhetorical and sociotechnical factors shaped the technology transfer process at every stage, with the lack of appropriate regulative practices (mediating artifacts) having the most impact. ^ An increased understanding of how TC work groups attempt to integrate SSCM methodologies and tools into their activity systems helps TC scholars identify new opportunities for rhetorical action in SSCM environments and new knowledge and skill sets that TC practitioners need to ensure that people, not technology, are the end of TC work. I offer ""reciprocity"" as one way for TC scholars to identify such opportunities and to effect change through research. ^","Ethnographic|Model-Building ~check","",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,2,"Language, Rhetoric and Composition|Information Science","Content management|Communication|Information development|Technology transfer|Technology diffusion|Single sourcing|Technical communication","Adviser","Dave Clark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418","3363453","","BRADY, KATHY","Theorizing freelance writing in technical communication: Examining the presence or absence of contextualization and _Ê_the social perspective_Êù for writers external to organizations","University of Wisconsin-Milwaukee","Ph.D.",2009,261,"Faigley's social perspective theory (1985) explains the critical relationship between writing and the social environment in which that writing takes place_Êîthe influence of corporate culture and interactions with supervisors and co-workers. Yet, despite the applicability of this theory to in-house technical writing, it does not explain the success of freelance technical writers who largely work removed from their clients' corporate cultures. To examine this relationship, this study seeks to identify adaptive techniques used by 21 respondents to successfully perform their work removed from their clients' organizations. The study also explores the concepts of professionalism and ethics as they relate to freelance technical writers. Data tools include email surveys, email interviews, and phone interviews. Respondents were categorized into two groups, according to their access to their clients' corporate culture information: the High Corporate Culture group and the Low Corporate Culture group. Although both groups are successful and do not believe they work from a disadvantage as they freelance, they work very differently. High Corporate Culture group members largely have previous in-house experience as full-time writers for at least one of their clients, and perhaps as a result, structure their freelance work very similarly to how they worked when employed as full-time permanent employees. Few Low Corporate Culture group members have worked in-house for their clients and prefer to do most, if not all, of their work via remote. Low Corporate Culture respondents rely on patterns to acquire information regarding new clients. They seek patterns based on clients they have already worked with. There were few differences discovered between the two groups in regard to their professionalism and ethics. Both believe they face greater or different demands on their professionalism as freelance technical writers as compared to their in-house counterparts. Both groups have also experienced few ethical dilemmas with their clients but have a high awareness of ethical issues related to technical writing. ^","Survey|Interview / Focus Group|Clinical / Case Study ~check","",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,2,"Language, Rhetoric and Composition","Social perspective|Writing|Ethics|Professionalism|Freelancing|Contextualization|Technical communication","Adviser","Rachel Spilka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","3363852","","CHANSKY, RICIA ANNE","Language beyond words: Alternate discourse as rhetoric, metaphor, and pedagogy","Illinois State University","Ph.D.",2009,344,"This dissertation asserts that marginalized communities that are physically or metaphorically silenced by a dominant faction adapt the materials they have at hand to create alternate discourses. The specific example utilized is the adaptation of domestic visual craft into sociopolitical rhetorics by women in the United States. Situated predominantly in domestic textile production and growing from the purely American tradition of patchwork quilting, this dissertation builds from quilt making to investigate selected historically-rooted locations of alternate rhetorics. Subsequent chapters include analyses of <underline> The Dinner Party</underline> by Judy Chicago as Second Wave feminist personal and community narrative, Third Wave feminism and craftivism, and cancer journals as visual autobiography. ^ This project also introduces the term Philomela Syndrome signifying those peoples who have been physically or metaphorically silenced by a dominant group in society, utilizing the terms feminized and masculinized to denote disempowered and empowered groups. Further, this text establishes Reclamation Theory as the process by which a marginalized group discards an outward demarcation of difference to promote equality and later may reclaim it when a modicum of equality is established so as to celebrate diversity. ^ Ultimately, these considerations of alternate discourses lead to a discussion of visual pedagogies designed for undergraduates enrolled in general education English Studies courses. These alternate pedagogies are intended to undermine a real or perceived sense of silencing that non-English majors experience in required composition and literature classes by recognizing their diverse knowledges as participants in a visual media society and attempt to provided concrete explanations and examples for the ambiguous nature of writing and literary instruction. These visual pedagogies can lead to a greater level of student comprehension and retention, as well as eradicating some of the feelings of frustration that students may have with these courses while promoting a deeper stage of critical thinking and analysis. ^","Critical / Hermeneutical|Philosophical / Theoretical ~check","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,"Education, Language and Literature|Literature, General|Women's Studies|Literature, American|Language, Rhetoric and Composition","Women's literature|Autobiography|Pedagogy|Women's studies|Visual pedagogies|Women writers|Visual studies|Alternate discourses","Adviser","Cynthia Huff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432","3366302","","APPLEGARTH, RISA","Other grounds: Popular genres and the rhetoric of anthropology, 1900--1940","University of North Carolina at Chapel Hill","Ph.D.",2009,307,"<?Pub Inc> <italic>Other Grounds: Popular Genres and the Rhetoric of Anthropology, 1900-1940</italic>, examines how gender, race, and genre interact in a discipline_Ê_s bid for scientific status. As anthropology professionalized early in the twentieth century, the ethnographic monograph became the primary site for legitimate scientific knowledge, and many practitioners_Êîespecially women and Native Americans_Êîfound their concerns and knowledge practices marginalized. These marginalized professionals responded creatively to the monograph_Ê_s ascendance by developing alternative genres flexible and capacious enough to accommodate their intellectual and rhetorical goals. This study recovers a proliferation of alternative genres, including field autobiographies, folklore collections, and ethnographic novels, that rhetors created in the early twentieth century to access rhetorical resources unavailable in the discipline_Ê_s privileged forms. I demonstrate that marginalized practitioners, including Gladys Reichard, Ruth Underhill, Ann Axtell Morris, Frank Applegate, Luther Standing Bear, and others, used these hybrid genres to influence professional practice and to intervene in broader debates taking place outside professional boundaries_Êîdebates, for instance, over indigenous land rights and federal Indian education policy. For scholars in rhetoric, this project offers a critical vocabulary for analyzing spatial-rhetorical practices, by (1) connecting contemporary genre theory with studies of spatial rhetorics, (2) analyzing a range of spatial tropes and topoi, and (3) introducing for critical use such terms as <italic> rhetorical scarcity, rhetorical trajectories</italic>, and <italic>rhetorical recruitment</italic>. Ultimately, this project critiques the power of spatial representations to naturalize relations of domination, and recovers inventive rhetorical strategies that use spatial representations to call for_Êîand create_Êîknowledge that demands ethical response and action.^","Historical / Archival|Rhetorical Analysis|Model-Building ~check","",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,1,"Anthropology, Cultural|Women's Studies|History of Science|Language, Rhetoric and Composition","Genre|Anthropology|Science|Rhetoric|Women scientists|Space","Adviser","Jane Danielewicz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2441","3367838","","BERGER, MARY JANE","A rhetorical study of the relationship between one interpretive community and the psalter","Union Institute & University","Ph.D.",2009,177,"The purpose of this study is propelled by an overarching question: Why is an ancient text still being used by contemporary communities? The researcher, a participant observer, using the premises of feminist scholar, Sandra Harding, proposed that as a member of the community to be studied, exposing her agenda, and following the proponents of good research, she could uncover the answer to her overarching question. Claiming that her religious community, the Order of the Sisters of Saint Benedict, is an interpretive community (Stanley Fish), she designed a questionnaire of twenty-five attitudinal statements to which nearly three hundred of the four hundred member community of women responded using a Likert scale as well as additional written interpretations. The questionnaire's purpose was to elicit information about the psalm-users' beliefs, values, and reading habits, as well as basic demographic information. Quantifying and qualifying the data propelled the researcher to ""interpret the interpretations"" (Burke, Bertoff) of the interpretive community. ^ Thus, within the context of a large and diverse community reading and praying the common text, the <italic>Book of Psalms,</italic> it was likely that there would be some areas of disagreement regarding the way texts should be read and prayed. Because this particular interpretive community publicly commits to common rituals in its service to God, the community struggles with issues of disagreement and seeks harmonious solutions. My goal in this study was to persuade readers to consider that the source of rhetorical power in a sacred text transcends translations and that meaning remains within the minds and hearts of ordinary people. ^","Survey|Ethnographic ~check","",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,2,"Religion, Biblical Studies|Language, Rhetoric and Composition","Rhetorical study|Interpretive community|Book of Psalms|Psalter","Adviser","Stanford J. Searl, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2449","3368776","","Carter, Temeka L.","The souls of good folk: Prophetic pragmatism as a pedagogy of humanity in the composition classroom","University of North Carolina at Greensboro","Ph.D.",2009,222,"<?Pub Inc> This dissertation pinpoints empathy deficit as a major social issue in the United States and it argues that schools could help address this root problem by offering humanity training. As an example of how humanity training could be implemented in higher education, _Ê_The Souls of Good Folk_Êù is offered as a pedagogy of humanity for the composition classroom. This pedagogy uses Cornel West_Ê_s derivative philosophy of prophetic pragmatism as a lens of cultural criticism and community action. Furthermore, the pedagogy employs W.E.B. Du Bois_Ê_s <italic>The Souls of Black Folk</italic> as an example of prophetic pragmatism enacted in the real world. It expands Du Bois_Ê_s trajectory from a focus on Blacks to a generalized _Ê_good folk._Êù Du Bois_Ê_s book is not used as a blueprint for social transformation, but analyzing it could inform ways of addressing social problems. ^ _Ê_The Souls of Good Folk_Êù critical pedagogy uses the word <italic> souls</italic> to represent people_Ê_s actions and the phrase _Ê_good folk_Êù to represent anyone who shows society what needs improving and possibly offer ways of doing it. Good folk include marginalized people, cultural workers, grassroots activists, teachers, artists, musicians, and others that help America see itself in efforts to make appropriate changes. The work of good folk is reviewed in this classroom as literature and tangible examples of how to enhance society. The composition classroom is the site for this pedagogy due to its focus on critical literacy_Êîactively and questioningly engaging with the text to read underlying messages_Êîwhich is needed to help solve social problems. ^ Teaching through a prophetic pragmatist framework is critical academic work, for it helps produce responsible democratic citizens and it sustains local communities. The prophetic pragmatist classroom is an experiential learning laboratory that combines traditional teaching methods with progressive, hands-on approaches to make experience paramount to the learning process. The main objectives of this pedagogy are for students to understand social issues comprehensively and to find creative, empathetic ways of addressing these problems.^","Practitioner / Teacher Research|Philosophical / Theoretical ~check","",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,"American Studies|Language, Rhetoric and Composition|Education, Philosophy of","Prophetic pragmatism|The Souls of Black folk|West, Cornel|Pedagogy of humanity|Du Bois, W. E. B.|Composition Studies","Adviser","Hephzibah Roskelly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469","3370362","","CUMMINGS KLEIN, RACHEL","The teller's tale: The role of the storyteller in the life of the story","University of San Francisco","Ed.D.",2009,213,"Oral tradition has been a means to offer senior citizens the opportunity to share their stories and/or myths with future generations, and thus leaving a valued mark on society. There have been multiple studies highlighting the benefits of oral tradition in the preservation of history, but what remained to be studied were the specific stories that senior citizens passed down through oral tradition, the similarities and differences found among the stories, and the benefits to the community on a whole by utilizing intergenerational programs such as oral tradition. ^ The design of this study utilized narrative research, a qualitative methodology. For the purpose of this study, the researcher focused on data collection through interviews wherein the senior volunteers told their story or stories to the researcher as well as through written backgrounds. The study focused on 11 senior citizens who volunteered at a hospital in San Francisco. Two meetings were conducted to ensure the validity as intended by the participants. ^ Upon multiple reads and a thorough analysis of the 11 narratives, the researcher was able to isolate themes that occurred within the narratives. Four generative themes emerged including Community, Family, Human Rights and Immigration with 27 subthemes. In addition, eight types of oral tradition were present in the narratives alongside oral history. ^ Given that many of the stories told were oral history and revolved around personal experiences through historical atrocities, it was apparent that these seniors felt the need to share what they had experienced. Thus, oral history was a major component in all of the narratives. The researcher concluded that this inclusion of oral history highlighted the need for the storyteller to inject themselves and their relationship to the story into the telling. Therefore, it can be said that the storyteller became just as important as the story itself and this idea alone immortalizes the senior. ^","Model-Building ~check|Discourse or Text Analysis ~check","",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,2,"Gerontology|Education, Adult and Continuing|Language, Rhetoric and Composition","Oral history|Senior citizens|Storyteller|Oral tradition|Narrative|Qualitative","Adviser","Betty Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
